*** NEC ADMITTANCE FILE
 Fan antenna impedance.  Symbols a 1 Mhz increments                                                                    
            F (MHz)        ZR          ZI
    1022  5.57530E+00 4.02357E-03-1.06814E-02
    1023  5.57880E+00 4.03192E-03-1.06366E-02
    1024  5.58230E+00 4.04038E-03-1.05923E-02
    1025  5.58580E+00 4.04818E-03-1.05490E-02
    1026  5.58930E+00 4.05646E-03-1.05058E-02
    1027  5.59280E+00 4.06427E-03-1.04635E-02
    1028  5.59631E+00 4.07240E-03-1.04214E-02
    1029  5.59981E+00 4.08016E-03-1.03801E-02
    1030  5.60331E+00 4.08811E-03-1.03390E-02
    1031  5.60681E+00 4.09592E-03-1.02986E-02
    1032  5.61031E+00 4.10370E-03-1.02586E-02
    1033  5.61382E+00 4.11134E-03-1.02192E-02
    1034  5.61732E+00 4.11897E-03-1.01803E-02
    1035  5.62082E+00 4.12631E-03-1.01419E-02
    1036  5.62432E+00 4.13376E-03-1.01039E-02
    1037  5.62782E+00 4.14119E-03-1.00664E-02
    1038  5.63133E+00 4.14853E-03-1.00293E-02
    1039  5.63483E+00 4.15576E-03-9.99271E-03
    1040  5.63833E+00 4.16295E-03-9.95659E-03
    1041  5.64183E+00 4.17005E-03-9.92084E-03
    1042  5.64533E+00 4.17716E-03-9.88553E-03
    1043  5.64884E+00 4.18396E-03-9.85083E-03
    1044  5.65234E+00 4.19083E-03-9.81638E-03
    1045  5.65584E+00 4.19755E-03-9.78246E-03
    1046  5.65934E+00 4.20429E-03-9.74893E-03
    1047  5.66284E+00 4.21072E-03-9.71589E-03
    1048  5.66634E+00 4.21718E-03-9.68322E-03
    1049  5.66985E+00 4.22361E-03-9.65094E-03
    1050  5.67335E+00 4.22997E-03-9.61902E-03
    1051  5.67685E+00 4.23610E-03-9.58752E-03
    1052  5.68035E+00 4.24210E-03-9.55649E-03
    1053  5.68385E+00 4.24831E-03-9.52563E-03
    1054  5.68736E+00 4.25416E-03-9.49534E-03
    1055  5.69086E+00 4.25997E-03-9.46536E-03
    1056  5.69436E+00 4.26575E-03-9.43575E-03
    1057  5.69786E+00 4.27135E-03-9.40656E-03
    1058  5.70136E+00 4.27675E-03-9.37779E-03
    1059  5.70487E+00 4.28221E-03-9.34920E-03
    1060  5.70837E+00 4.28745E-03-9.32107E-03
    1061  5.71187E+00 4.29264E-03-9.29326E-03
    1062  5.71537E+00 4.29765E-03-9.26585E-03
    1063  5.71887E+00 4.30260E-03-9.23874E-03
    1064  5.72237E+00 4.30762E-03-9.21186E-03
    1065  5.72588E+00 4.31244E-03-9.18536E-03
    1066  5.72938E+00 4.31705E-03-9.15916E-03
    1067  5.73288E+00 4.32143E-03-9.13339E-03
    1068  5.73638E+00 4.32592E-03-9.10787E-03
    1069  5.73988E+00 4.33020E-03-9.08266E-03
    1070  5.74339E+00 4.33429E-03-9.05785E-03
    1071  5.74689E+00 4.33842E-03-9.03320E-03
    1072  5.75039E+00 4.34236E-03-9.00891E-03
    1073  5.75389E+00 4.34600E-03-8.98492E-03
    1074  5.75739E+00 4.34992E-03-8.96114E-03
    1075  5.76090E+00 4.35356E-03-8.93764E-03
    1076  5.76440E+00 4.35708E-03-8.91445E-03
    1077  5.76790E+00 4.36041E-03-8.89160E-03
    1078  5.77140E+00 4.36361E-03-8.86895E-03
    1079  5.77490E+00 4.36683E-03-8.84657E-03
    1080  5.77841E+00 4.36970E-03-8.82447E-03
    1081  5.78191E+00 4.37264E-03-8.80263E-03
    1082  5.78541E+00 4.37536E-03-8.78103E-03
    1083  5.78891E+00 4.37795E-03-8.75970E-03
    1084  5.79241E+00 4.38053E-03-8.73859E-03
    1085  5.79591E+00 4.38282E-03-8.71779E-03
    1086  5.79942E+00 4.38524E-03-8.69712E-03
    1087  5.80292E+00 4.38751E-03-8.67661E-03
    1088  5.80642E+00 4.38957E-03-8.65641E-03
    1089  5.80992E+00 4.39143E-03-8.63650E-03
    1090  5.81342E+00 4.39325E-03-8.61674E-03
    1091  5.81693E+00 4.39495E-03-8.59719E-03
    1092  5.82043E+00 4.39648E-03-8.57793E-03
    1093  5.82393E+00 4.39800E-03-8.55884E-03
    1094  5.82743E+00 4.39913E-03-8.53994E-03
    1095  5.83093E+00 4.40034E-03-8.52127E-03
    1096  5.83444E+00 4.40144E-03-8.50278E-03
    1097  5.83794E+00 4.40245E-03-8.48447E-03
    1098  5.84144E+00 4.40353E-03-8.46625E-03
    1099  5.84494E+00 4.40412E-03-8.44837E-03
    1100  5.84844E+00 4.40484E-03-8.43061E-03
    1101  5.85194E+00 4.40527E-03-8.41301E-03
    1102  5.85545E+00 4.40573E-03-8.39561E-03
    1103  5.85895E+00 4.40600E-03-8.37836E-03
    1104  5.86245E+00 4.40615E-03-8.36132E-03
    1105  5.86595E+00 4.40621E-03-8.34445E-03
    1106  5.86945E+00 4.40597E-03-8.32776E-03
    1107  5.87296E+00 4.40581E-03-8.31121E-03
    1108  5.87646E+00 4.40547E-03-8.29474E-03
    1109  5.87996E+00 4.40530E-03-8.27842E-03
    1110  5.88346E+00 4.40475E-03-8.26232E-03
    1111  5.88696E+00 4.40418E-03-8.24637E-03
    1112  5.89047E+00 4.40347E-03-8.23053E-03
    1113  5.89397E+00 4.40256E-03-8.21486E-03
    1114  5.89747E+00 4.40169E-03-8.19931E-03
    1115  5.90097E+00 4.40054E-03-8.18388E-03
    1116  5.90447E+00 4.39930E-03-8.16862E-03
    1117  5.90798E+00 4.39809E-03-8.15346E-03
    1118  5.91148E+00 4.39663E-03-8.13848E-03
    1119  5.91498E+00 4.39524E-03-8.12352E-03
    1120  5.91848E+00 4.39351E-03-8.10880E-03
    1121  5.92198E+00 4.39206E-03-8.09408E-03
    1122  5.92548E+00 4.39029E-03-8.07951E-03
    1123  5.92899E+00 4.38842E-03-8.06507E-03
    1124  5.93249E+00 4.38650E-03-8.05073E-03
    1125  5.93599E+00 4.38440E-03-8.03653E-03
    1126  5.93949E+00 4.38206E-03-8.02242E-03
    1127  5.94299E+00 4.37987E-03-8.00841E-03
    1128  5.94650E+00 4.37745E-03-7.99449E-03
    1129  5.95000E+00 4.37500E-03-7.98068E-03
    1130  5.95350E+00 4.37240E-03-7.96694E-03
    1131  5.95700E+00 4.36973E-03-7.95335E-03
    1132  5.96050E+00 4.36715E-03-7.93976E-03
    1133  5.96401E+00 4.36444E-03-7.92631E-03
    1134  5.96751E+00 4.36147E-03-7.91297E-03
    1135  5.97101E+00 4.35853E-03-7.89970E-03
    1136  5.97451E+00 4.35535E-03-7.88654E-03
    1137  5.97801E+00 4.35218E-03-7.87339E-03
    1138  5.98151E+00 4.34896E-03-7.86033E-03
    1139  5.98502E+00 4.34554E-03-7.84741E-03
    1140  5.98852E+00 4.34208E-03-7.83454E-03
    1141  5.99202E+00 4.33859E-03-7.82172E-03
    1142  5.99552E+00 4.33493E-03-7.80900E-03
    1143  5.99902E+00 4.33157E-03-7.79628E-03 1
    1144  6.00253E+00 4.32790E-03-7.78363E-03
    1145  6.00603E+00 4.32453E-03-7.77073E-03
    1146  6.00953E+00 4.32119E-03-7.75789E-03
    1147  6.01303E+00 4.31794E-03-7.74499E-03
    1148  6.01653E+00 4.31419E-03-7.73234E-03
    1149  6.02004E+00 4.31072E-03-7.71958E-03
    1150  6.02354E+00 4.30706E-03-7.70701E-03
    1151  6.02704E+00 4.30344E-03-7.69439E-03
    1152  6.03054E+00 4.29954E-03-7.68198E-03
    1153  6.03404E+00 4.29568E-03-7.66957E-03
    1154  6.03755E+00 4.29183E-03-7.65729E-03
    1155  6.04105E+00 4.28789E-03-7.64496E-03
    1156  6.04455E+00 4.28394E-03-7.63277E-03
    1157  6.04805E+00 4.27974E-03-7.62060E-03
    1158  6.05155E+00 4.27557E-03-7.60850E-03
    1159  6.05505E+00 4.27136E-03-7.59643E-03
    1160  6.05856E+00 4.26714E-03-7.58445E-03
    1161  6.06206E+00 4.26272E-03-7.57246E-03
    1162  6.06556E+00 4.25829E-03-7.56060E-03
    1163  6.06906E+00 4.25370E-03-7.54887E-03
    1164  6.07256E+00 4.24921E-03-7.53707E-03
    1165  6.07607E+00 4.24466E-03-7.52533E-03
    1166  6.07957E+00 4.24012E-03-7.51367E-03
    1167  6.08307E+00 4.23526E-03-7.50200E-03
    1168  6.08657E+00 4.23058E-03-7.49043E-03
    1169  6.09007E+00 4.22572E-03-7.47884E-03
    1170  6.09358E+00 4.22099E-03-7.46736E-03
    1171  6.09708E+00 4.21590E-03-7.45601E-03
    1172  6.10058E+00 4.21090E-03-7.44457E-03
    1173  6.10408E+00 4.20586E-03-7.43318E-03
    1174  6.10758E+00 4.20088E-03-7.42182E-03
    1175  6.11108E+00 4.19571E-03-7.41057E-03
    1176  6.11459E+00 4.19054E-03-7.39932E-03
    1177  6.11809E+00 4.18532E-03-7.38801E-03
    1178  6.12159E+00 4.18018E-03-7.37683E-03
    1179  6.12509E+00 4.17477E-03-7.36572E-03
    1180  6.12859E+00 4.16931E-03-7.35470E-03
    1181  6.13210E+00 4.16401E-03-7.34355E-03
    1182  6.13560E+00 4.15841E-03-7.33255E-03
    1183  6.13910E+00 4.15295E-03-7.32153E-03
    1184  6.14260E+00 4.14740E-03-7.31050E-03
    1185  6.14610E+00 4.14195E-03-7.29951E-03
    1186  6.14961E+00 4.13621E-03-7.28862E-03
    1187  6.15311E+00 4.13060E-03-7.27768E-03
    1188  6.15661E+00 4.12495E-03-7.26686E-03
    1189  6.16011E+00 4.11931E-03-7.25601E-03
    1190  6.16361E+00 4.11328E-03-7.24518E-03
    1191  6.16712E+00 4.10760E-03-7.23439E-03
    1192  6.17062E+00 4.10166E-03-7.22358E-03
    1193  6.17412E+00 4.09582E-03-7.21282E-03
    1194  6.17762E+00 4.08979E-03-7.20212E-03
    1195  6.18112E+00 4.08399E-03-7.19140E-03
    1196  6.18462E+00 4.07795E-03-7.18064E-03
    1197  6.18813E+00 4.07187E-03-7.17012E-03
    1198  6.19163E+00 4.06576E-03-7.15945E-03
    1199  6.19513E+00 4.05982E-03-7.14882E-03
    1200  6.19863E+00 4.05362E-03-7.13819E-03
    1201  6.20213E+00 4.04738E-03-7.12765E-03
    1202  6.20564E+00 4.04147E-03-7.11704E-03
    1203  6.20914E+00 4.03518E-03-7.10647E-03
    1204  6.21264E+00 4.02886E-03-7.09589E-03
    1205  6.21614E+00 4.02254E-03-7.08551E-03
    1206  6.21964E+00 4.01645E-03-7.07495E-03
    1207  6.22315E+00 4.01018E-03-7.06446E-03
    1208  6.22665E+00 4.00376E-03-7.05393E-03
    1209  6.23015E+00 3.99743E-03-7.04356E-03
    1210  6.23365E+00 3.99112E-03-7.03308E-03
    1211  6.23715E+00 3.98475E-03-7.02265E-03
    1212  6.24065E+00 3.97825E-03-7.01221E-03
    1213  6.24416E+00 3.97179E-03-7.00180E-03
    1214  6.24766E+00 3.96542E-03-6.99144E-03
    1215  6.25116E+00 3.95903E-03-6.98108E-03
    1216  6.25466E+00 3.95239E-03-6.97073E-03
    1217  6.25816E+00 3.94591E-03-6.96035E-03
    1218  6.26167E+00 3.93947E-03-6.94996E-03
    1219  6.26517E+00 3.93285E-03-6.93956E-03
    1220  6.26867E+00 3.92625E-03-6.92929E-03
    1221  6.27217E+00 3.91976E-03-6.91900E-03
    1222  6.27567E+00 3.91328E-03-6.90871E-03
    1223  6.27918E+00 3.90664E-03-6.89837E-03
    1224  6.28268E+00 3.89996E-03-6.88811E-03
    1225  6.28618E+00 3.89338E-03-6.87781E-03
    1226  6.28968E+00 3.88674E-03-6.86750E-03
    1227  6.29318E+00 3.88015E-03-6.85722E-03
    1228  6.29669E+00 3.87338E-03-6.84701E-03
    1229  6.30019E+00 3.86686E-03-6.83675E-03
    1230  6.30369E+00 3.86022E-03-6.82648E-03
    1231  6.30719E+00 3.85332E-03-6.81624E-03
    1232  6.31069E+00 3.84668E-03-6.80602E-03
    1233  6.31419E+00 3.84006E-03-6.79580E-03
    1234  6.31770E+00 3.83342E-03-6.78554E-03
    1235  6.32120E+00 3.82653E-03-6.77534E-03
    1236  6.32470E+00 3.81981E-03-6.76510E-03
    1237  6.32820E+00 3.81320E-03-6.75492E-03
    1238  6.33170E+00 3.80649E-03-6.74467E-03
    1239  6.33521E+00 3.79974E-03-6.73452E-03
    1240  6.33871E+00 3.79296E-03-6.72428E-03
    1241  6.34221E+00 3.78625E-03-6.71415E-03
    1242  6.34571E+00 3.77960E-03-6.70395E-03
    1243  6.34921E+00 3.77272E-03-6.69375E-03
    1244  6.35272E+00 3.76602E-03-6.68353E-03
    1245  6.35622E+00 3.75939E-03-6.67346E-03
    1246  6.35972E+00 3.75238E-03-6.66324E-03
    1247  6.36322E+00 3.74570E-03-6.65309E-03
    1248  6.36672E+00 3.73907E-03-6.64293E-03
    1249  6.37022E+00 3.73233E-03-6.63274E-03
    1250  6.37373E+00 3.72539E-03-6.62261E-03
    1251  6.37723E+00 3.71880E-03-6.61249E-03
    1252  6.38073E+00 3.71219E-03-6.60232E-03
    1253  6.38423E+00 3.70553E-03-6.59217E-03
    1254  6.38773E+00 3.69853E-03-6.58201E-03
    1255  6.39124E+00 3.69203E-03-6.57193E-03
    1256  6.39474E+00 3.68532E-03-6.56179E-03
    1257  6.39824E+00 3.67854E-03-6.55160E-03
    1258  6.40174E+00 3.67171E-03-6.54147E-03
    1259  6.40524E+00 3.66514E-03-6.53138E-03
    1260  6.40875E+00 3.65854E-03-6.52125E-03
    1261  6.41225E+00 3.65161E-03-6.51109E-03
    1262  6.41575E+00 3.64499E-03-6.50099E-03
    1263  6.41925E+00 3.63837E-03-6.49085E-03
    1264  6.42275E+00 3.63171E-03-6.48073E-03
    1265  6.42626E+00 3.62495E-03-6.47064E-03
    1266  6.42976E+00 3.61840E-03-6.46050E-03
    1267  6.43326E+00 3.61177E-03-6.45035E-03
    1268  6.43676E+00 3.60528E-03-6.44026E-03
    1269  6.44026E+00 3.59847E-03-6.43011E-03
    1270  6.44376E+00 3.59191E-03-6.42000E-03
    1271  6.44727E+00 3.58522E-03-6.40987E-03
    1272  6.45077E+00 3.57883E-03-6.39982E-03
    1273  6.45427E+00 3.57211E-03-6.38970E-03
    1274  6.45777E+00 3.56566E-03-6.37956E-03
    1275  6.46127E+00 3.55920E-03-6.36956E-03
    1276  6.46478E+00 3.55262E-03-6.35938E-03
    1277  6.46828E+00 3.54594E-03-6.34922E-03
    1278  6.47178E+00 3.53947E-03-6.33915E-03
    1279  6.47528E+00 3.53322E-03-6.32915E-03
    1280  6.47878E+00 3.52651E-03-6.31897E-03
    1281  6.48229E+00 3.52004E-03-6.30887E-03
    1282  6.48579E+00 3.51361E-03-6.29873E-03
    1283  6.48929E+00 3.50735E-03-6.28876E-03
    1284  6.49279E+00 3.50073E-03-6.27861E-03
    1285  6.49629E+00 3.49430E-03-6.26847E-03
    1286  6.49979E+00 3.48808E-03-6.25835E-03
    1287  6.50330E+00 3.48202E-03-6.24850E-03
    1288  6.50680E+00 3.47599E-03-6.23847E-03
    1289  6.51030E+00 3.46969E-03-6.22829E-03
    1290  6.51380E+00 3.46372E-03-6.21832E-03
    1291  6.51730E+00 3.45748E-03-6.20817E-03
    1292  6.52081E+00 3.45150E-03-6.19810E-03
    1293  6.52431E+00 3.44532E-03-6.18802E-03
    1294  6.52781E+00 3.43940E-03-6.17805E-03
    1295  6.53131E+00 3.43321E-03-6.16796E-03
    1296  6.53481E+00 3.42733E-03-6.15793E-03
    1297  6.53832E+00 3.42116E-03-6.14780E-03
    1298  6.54182E+00 3.41544E-03-6.13778E-03
    1299  6.54532E+00 3.40921E-03-6.12771E-03
    1300  6.54882E+00 3.40347E-03-6.11767E-03
    1301  6.55232E+00 3.39744E-03-6.10768E-03
    1302  6.55583E+00 3.39153E-03-6.09764E-03
    1303  6.55933E+00 3.38573E-03-6.08751E-03
    1304  6.56283E+00 3.37991E-03-6.07750E-03
    1305  6.56633E+00 3.37408E-03-6.06744E-03
    1306  6.56983E+00 3.36835E-03-6.05740E-03
    1307  6.57333E+00 3.36253E-03-6.04727E-03
    1308  6.57684E+00 3.35674E-03-6.03735E-03
    1309  6.58034E+00 3.35075E-03-6.02720E-03
    1310  6.58384E+00 3.34527E-03-6.01721E-03
    1311  6.58734E+00 3.33939E-03-6.00713E-03
    1312  6.59084E+00 3.33394E-03-5.99712E-03
    1313  6.59435E+00 3.32821E-03-5.98703E-03
    1314  6.59785E+00 3.32269E-03-5.97702E-03
    1315  6.60135E+00 3.31696E-03-5.96698E-03
    1316  6.60485E+00 3.31156E-03-5.95699E-03
    1317  6.60835E+00 3.30614E-03-5.94696E-03
    1318  6.61186E+00 3.30038E-03-5.93691E-03
    1319  6.61536E+00 3.29482E-03-5.92670E-03
    1320  6.61886E+00 3.28945E-03-5.91671E-03
    1321  6.62236E+00 3.28422E-03-5.90667E-03
    1322  6.62586E+00 3.27871E-03-5.89663E-03
    1323  6.62936E+00 3.27326E-03-5.88649E-03
    1324  6.63287E+00 3.26787E-03-5.87649E-03
    1325  6.63637E+00 3.26272E-03-5.86643E-03
    1326  6.63987E+00 3.25738E-03-5.85633E-03
    1327  6.64337E+00 3.25217E-03-5.84617E-03
    1328  6.64687E+00 3.24697E-03-5.83632E-03
    1329  6.65038E+00 3.24178E-03-5.82623E-03
    1330  6.65388E+00 3.23673E-03-5.81606E-03
    1331  6.65738E+00 3.23155E-03-5.80603E-03
    1332  6.66088E+00 3.22650E-03-5.79587E-03
    1333  6.66438E+00 3.22153E-03-5.78578E-03
    1334  6.66789E+00 3.21641E-03-5.77565E-03
    1335  6.67139E+00 3.21155E-03-5.76570E-03
    1336  6.67489E+00 3.20667E-03-5.75544E-03
    1337  6.67839E+00 3.20170E-03-5.74542E-03
    1338  6.68189E+00 3.19677E-03-5.73517E-03
    1339  6.68540E+00 3.19206E-03-5.72507E-03
    1340  6.68890E+00 3.18718E-03-5.71484E-03
    1341  6.69240E+00 3.18272E-03-5.70479E-03
    1342  6.69590E+00 3.17776E-03-5.69463E-03
    1343  6.69940E+00 3.17340E-03-5.68456E-03
    1344  6.70290E+00 3.16848E-03-5.67427E-03
    1345  6.70641E+00 3.16432E-03-5.66416E-03
    1346  6.70991E+00 3.15954E-03-5.65388E-03
    1347  6.71341E+00 3.15524E-03-5.64370E-03
    1348  6.71691E+00 3.15082E-03-5.63337E-03
    1349  6.72041E+00 3.14634E-03-5.62324E-03
    1350  6.72392E+00 3.14219E-03-5.61295E-03
    1351  6.72742E+00 3.13803E-03-5.60278E-03
    1352  6.73092E+00 3.13388E-03-5.59241E-03
    1353  6.73442E+00 3.12983E-03-5.58216E-03
    1354  6.73792E+00 3.12596E-03-5.57184E-03
    1355  6.74143E+00 3.12183E-03-5.56145E-03
    1356  6.74493E+00 3.11756E-03-5.55108E-03
    1357  6.74843E+00 3.11395E-03-5.54085E-03
    1358  6.75193E+00 3.11029E-03-5.53057E-03
    1359  6.75543E+00 3.10670E-03-5.52003E-03
    1360  6.75893E+00 3.10268E-03-5.50946E-03
    1361  6.76244E+00 3.09945E-03-5.49904E-03
    1362  6.76594E+00 3.09609E-03-5.48855E-03
    1363  6.76944E+00 3.09269E-03-5.47815E-03
    1364  6.77294E+00 3.08915E-03-5.46745E-03
    1365  6.77644E+00 3.08585E-03-5.45696E-03
    1366  6.77995E+00 3.08301E-03-5.44636E-03
    1367  6.78345E+00 3.07994E-03-5.43568E-03
    1368  6.78695E+00 3.07704E-03-5.42490E-03
    1369  6.79045E+00 3.07410E-03-5.41435E-03
    1370  6.79395E+00 3.07176E-03-5.40359E-03
    1371  6.79746E+00 3.06896E-03-5.39269E-03
    1372  6.80096E+00 3.06689E-03-5.38196E-03
    1373  6.80446E+00 3.06443E-03-5.37103E-03
    1374  6.80796E+00 3.06245E-03-5.36001E-03
    1375  6.81146E+00 3.06023E-03-5.34888E-03
    1376  6.81497E+00 3.05843E-03-5.33799E-03
    1377  6.81847E+00 3.05648E-03-5.32663E-03
    1378  6.82197E+00 3.05509E-03-5.31563E-03
    1379  6.82547E+00 3.05375E-03-5.30410E-03
    1380  6.82897E+00 3.05269E-03-5.29287E-03
    1381  6.83247E+00 3.05162E-03-5.28113E-03
    1382  6.83598E+00 3.05106E-03-5.26969E-03
    1383  6.83948E+00 3.05049E-03-5.25806E-03
    1384  6.84298E+00 3.05021E-03-5.24650E-03
    1385  6.84648E+00 3.04983E-03-5.23433E-03
    1386  6.84998E+00 3.05044E-03-5.22251E-03
    1387  6.85349E+00 3.05062E-03-5.21016E-03
    1388  6.85699E+00 3.05209E-03-5.19806E-03
    1389  6.86049E+00 3.05306E-03-5.18560E-03
    1390  6.86399E+00 3.05482E-03-5.17328E-03
    1391  6.86749E+00 3.05648E-03-5.16034E-03
    1392  6.87100E+00 3.05974E-03-5.14749E-03
    1393  6.87450E+00 3.06206E-03-5.13419E-03
    1394  6.87800E+00 3.06552E-03-5.12081E-03
    1395  6.88150E+00 3.07008E-03-5.10726E-03
    1396  6.88500E+00 3.07458E-03-5.09327E-03
    1397  6.88850E+00 3.07986E-03-5.07897E-03
    1398  6.89201E+00 3.08642E-03-5.06472E-03
    1399  6.89551E+00 3.09389E-03-5.04985E-03
    1400  6.89901E+00 3.10153E-03-5.03436E-03
    1401  6.90251E+00 3.11063E-03-5.01855E-03
    1402  6.90601E+00 3.12101E-03-5.00242E-03
    1403  6.90952E+00 3.13268E-03-4.98623E-03
    1404  6.91302E+00 3.14599E-03-4.96867E-03
    1405  6.91652E+00 3.16049E-03-4.95009E-03
    1406  6.92002E+00 3.17845E-03-4.93145E-03
    1407  6.92352E+00 3.19828E-03-4.91218E-03
    1408  6.92703E+00 3.22072E-03-4.89117E-03
    1409  6.93053E+00 3.24554E-03-4.86903E-03
    1410  6.93403E+00 3.27624E-03-4.84680E-03
    1411  6.93753E+00 3.31078E-03-4.82308E-03
    1412  6.94103E+00 3.35054E-03-4.79657E-03
    1413  6.94454E+00 3.39850E-03-4.76835E-03
    1414  6.94804E+00 3.45496E-03-4.73853E-03
    1415  6.95154E+00 3.52852E-03-4.70815E-03
    1416  6.95504E+00 3.61081E-03-4.67208E-03
    1417  6.95854E+00 3.71469E-03-4.63611E-03
    1418  6.96204E+00 3.84650E-03-4.59617E-03
    1419  6.96555E+00 4.02082E-03-4.55653E-03
    1420  6.96905E+00 4.24731E-03-4.52241E-03
    1421  6.97255E+00 4.56994E-03-4.50264E-03
    1422  6.97605E+00 5.04425E-03-4.53299E-03
    1423  6.97955E+00 5.75422E-03-4.70530E-03
    1424  6.98306E+00 6.86100E-03-5.37870E-03
    1425  6.98656E+00 8.00012E-03-7.54682E-03
    1426  6.99006E+00 6.04406E-03-1.11490E-02
    1427  6.99356E+00 2.16332E-03-1.06148E-02
    1428  6.99706E+00 1.05816E-03-8.67928E-03
    1429  7.00057E+00 1.04452E-03-7.48265E-03 1
    1430  7.00407E+00 1.17760E-03-6.78790E-03
    1431  7.00757E+00 1.32620E-03-6.37880E-03
    1432  7.01107E+00 1.47620E-03-6.09978E-03
    1433  7.01457E+00 1.58968E-03-5.90530E-03
    1434  7.01807E+00 1.68212E-03-5.75890E-03
    1435  7.02158E+00 1.77076E-03-5.63879E-03
    1436  7.02508E+00 1.83026E-03-5.55192E-03
    1437  7.02858E+00 1.88794E-03-5.47811E-03
    1438  7.03208E+00 1.92944E-03-5.41681E-03
    1439  7.03558E+00 1.97343E-03-5.36195E-03
    1440  7.03909E+00 2.00809E-03-5.31777E-03
    1441  7.04259E+00 2.03974E-03-5.27298E-03
    1442  7.04609E+00 2.07145E-03-5.23806E-03
    1443  7.04959E+00 2.08900E-03-5.20594E-03
    1444  7.05309E+00 2.10768E-03-5.17670E-03
    1445  7.05660E+00 2.12552E-03-5.14900E-03
    1446  7.06010E+00 2.14173E-03-5.12331E-03
    1447  7.06360E+00 2.15559E-03-5.09950E-03
    1448  7.06710E+00 2.16849E-03-5.07729E-03
    1449  7.07060E+00 2.17942E-03-5.05606E-03
    1450  7.07411E+00 2.18973E-03-5.03622E-03
    1451  7.07761E+00 2.19832E-03-5.01707E-03
    1452  7.08111E+00 2.20659E-03-4.99939E-03
    1453  7.08461E+00 2.21372E-03-4.98198E-03
    1454  7.08811E+00 2.21999E-03-4.96530E-03
    1455  7.09161E+00 2.22591E-03-4.94934E-03
    1456  7.09512E+00 2.23083E-03-4.93389E-03
    1457  7.09862E+00 2.23549E-03-4.91877E-03
    1458  7.10212E+00 2.23962E-03-4.90432E-03
    1459  7.10562E+00 2.24343E-03-4.89043E-03
    1460  7.10912E+00 2.24649E-03-4.87652E-03
    1461  7.11263E+00 2.24937E-03-4.86324E-03
    1462  7.11613E+00 2.25192E-03-4.85023E-03
    1463  7.11963E+00 2.25398E-03-4.83732E-03
    1464  7.12313E+00 2.25577E-03-4.82476E-03
    1465  7.12663E+00 2.25752E-03-4.81253E-03
    1466  7.13014E+00 2.25863E-03-4.80041E-03
    1467  7.13364E+00 2.25970E-03-4.78853E-03
    1468  7.13714E+00 2.26067E-03-4.77681E-03
    1469  7.14064E+00 2.26134E-03-4.76548E-03
    1470  7.14414E+00 2.26184E-03-4.75399E-03
    1471  7.14764E+00 2.26206E-03-4.74291E-03
    1472  7.15115E+00 2.26241E-03-4.73194E-03
    1473  7.15465E+00 2.26225E-03-4.72099E-03
    1474  7.15815E+00 2.26216E-03-4.71030E-03
    1475  7.16165E+00 2.26190E-03-4.69967E-03
    1476  7.16515E+00 2.26152E-03-4.68913E-03
    1477  7.16866E+00 2.26094E-03-4.67863E-03
    1478  7.17216E+00 2.26032E-03-4.66839E-03
    1479  7.17566E+00 2.25956E-03-4.65813E-03
    1480  7.17916E+00 2.25872E-03-4.64792E-03
    1481  7.18266E+00 2.25786E-03-4.63798E-03
    1482  7.18617E+00 2.25687E-03-4.62807E-03
    1483  7.18967E+00 2.25574E-03-4.61814E-03
    1484  7.19317E+00 2.25455E-03-4.60835E-03
    1485  7.19667E+00 2.25340E-03-4.59873E-03
    1486  7.20017E+00 2.25207E-03-4.58904E-03
    1487  7.20368E+00 2.25080E-03-4.57941E-03
    1488  7.20718E+00 2.24934E-03-4.56997E-03
    1489  7.21068E+00 2.24787E-03-4.56039E-03
    1490  7.21418E+00 2.24633E-03-4.55110E-03
    1491  7.21768E+00 2.24482E-03-4.54169E-03
    1492  7.22118E+00 2.24317E-03-4.53239E-03
    1493  7.22469E+00 2.24151E-03-4.52318E-03
    1494  7.22819E+00 2.23980E-03-4.51399E-03
    1495  7.23169E+00 2.23810E-03-4.50488E-03
    1496  7.23519E+00 2.23633E-03-4.49575E-03
    1497  7.23869E+00 2.23438E-03-4.48664E-03
    1498  7.24220E+00 2.23261E-03-4.47769E-03
    1499  7.24570E+00 2.23068E-03-4.46869E-03
    1500  7.24920E+00 2.22882E-03-4.45984E-03
    1501  7.25270E+00 2.22685E-03-4.45088E-03
    1502  7.25620E+00 2.22487E-03-4.44209E-03
    1503  7.25971E+00 2.22288E-03-4.43328E-03
    1504  7.26321E+00 2.22089E-03-4.42448E-03
    1505  7.26671E+00 2.21881E-03-4.41577E-03
    1506  7.27021E+00 2.21678E-03-4.40703E-03
    1507  7.27371E+00 2.21471E-03-4.39841E-03
    1508  7.27722E+00 2.21263E-03-4.38978E-03
    1509  7.28072E+00 2.21045E-03-4.38111E-03
    1510  7.28422E+00 2.20838E-03-4.37262E-03
    1511  7.28772E+00 2.20623E-03-4.36406E-03
    1512  7.29122E+00 2.20396E-03-4.35551E-03
    1513  7.29472E+00 2.20182E-03-4.34704E-03
    1514  7.29823E+00 2.19957E-03-4.33859E-03
    1515  7.30173E+00 2.19738E-03-4.33012E-03
    1516  7.30523E+00 2.19519E-03-4.32172E-03
    1517  7.30873E+00 2.19291E-03-4.31334E-03
    1518  7.31223E+00 2.19073E-03-4.30502E-03
